char_code,dt,nominal,name,value,num_code
TMT,2018-05-21,1,Новый туркменский манат,17.7227,934
TRY,2018-05-21,1,Турецкая лира,13.8567,949
UAH,2018-05-21,10,Украинских гривен,23.6913,980
USD,2018-05-21,1,Доллар США,61.9408,840
UZS,2018-05-21,10000,Узбекских сумов,77.1771,860
XDR,2018-05-21,1,СДР (специальные права заимствования),88.0879,960
ZAR,2018-05-21,10,Южноафриканских рэндов,49.2469,710
AMD,2018-05-22,100,Армянских драмов,12.9575,051
AUD,2018-05-22,1,Австралийский доллар,47.0371,036
AZN,2018-05-22,1,Азербайджанский манат,36.7515,944
BGN,2018-05-22,1,Болгарский лев,37.5436,975
BRL,2018-05-22,1,Бразильский реал,16.7276,986
BYN,2018-05-22,1,Белорусский рубль,31.282,933
CAD,2018-05-22,1,Канадский доллар,48.6295,124
CHF,2018-05-22,1,Швейцарский франк,62.6141,756
CNY,2018-05-22,10,Китайских юаней,97.8694,156
CZK,2018-05-22,10,Чешских крон,28.6486,203
DKK,2018-05-22,10,Датских крон,98.6102,208
EUR,2018-05-22,1,Евро,73.3321,978
GBP,2018-05-22,1,Фунт стерлингов Соединенного королевства,83.9189,826
HKD,2018-05-22,10,Гонконгских долларов,79.6615,344
HUF,2018-05-22,100,Венгерских форинтов,23.0523,348
INR,2018-05-22,100,Индийских рупий,91.8433,356
JPY,2018-05-22,100,Японских иен,56.1587,392
KGS,2018-05-22,100,Киргизских сомов,91.3553,417
KRW,2018-05-22,1000,Вон Республики Корея,57.6091,410
KZT,2018-05-22,100,Казахстанских тенге,18.9939,398
MDL,2018-05-22,10,Молдавских леев,37.4223,498
NOK,2018-05-22,10,Норвежских крон,77.198,578
PLN,2018-05-22,1,Польский злотый,17.1046,985
RON,2018-05-22,1,Румынский лей,15.8769,946
SEK,2018-05-22,10,Шведских крон,71.4635,752
SGD,2018-05-22,1,Сингапурский доллар,46.4651,702
TJS,2018-05-22,10,Таджикских сомони,69.6433,972
TMT,2018-05-22,1,Новый туркменский манат,17.892,934
TRY,2018-05-22,1,Турецкая лира,13.7777,949
UAH,2018-05-22,10,Украинских гривен,23.9681,980
USD,2018-05-22,1,Доллар США,62.5327,840
UZS,2018-05-22,10000,Узбекских сумов,77.9146,860
XDR,2018-05-22,1,СДР (специальные права заимствования),88.854,960
ZAR,2018-05-22,10,Южноафриканских рэндов,48.8445,710
AMD,2018-05-23,100,Армянских драмов,12.6703,051
AUD,2018-05-23,1,Австралийский доллар,46.5522,036
AZN,2018-05-23,1,Азербайджанский манат,36.0041,944
BGN,2018-05-23,1,Болгарский лев,36.9978,975
BRL,2018-05-23,1,Бразильский реал,16.6583,986
BYN,2018-05-23,1,Белорусский рубль,30.7844,933
CAD,2018-05-23,1,Канадский доллар,48.0102,124
CHF,2018-05-23,1,Швейцарский франк,61.507,756
CNY,2018-05-23,10,Китайских юаней,96.1621,156
CZK,2018-05-23,10,Чешских крон,28.2101,203
DKK,2018-05-23,10,Датских крон,97.1595,208
EUR,2018-05-23,1,Евро,72.239,978
GBP,2018-05-23,1,Фунт стерлингов Соединенного королевства,82.5553,826
HKD,2018-05-23,10,Гонконгских долларов,78.0474,344
HUF,2018-05-23,100,Венгерских форинтов,22.8616,348
INR,2018-05-23,100,Индийских рупий,90.0401,356
JPY,2018-05-23,100,Японских иен,55.1975,392
KGS,2018-05-23,100,Киргизских сомов,89.4321,417
KRW,2018-05-23,1000,Вон Республики Корея,57.0119,410
KZT,2018-05-23,100,Казахстанских тенге,18.7145,398
MDL,2018-05-23,10,Молдавских леев,36.5628,498
NOK,2018-05-23,10,Норвежских крон,76.1385,578
PLN,2018-05-23,1,Польский злотый,16.9211,985
RON,2018-05-23,1,Румынский лей,15.6518,946
SEK,2018-05-23,10,Шведских крон,70.7868,752
SGD,2018-05-23,1,Сингапурский доллар,45.7684,702
TJS,2018-05-23,10,Таджикских сомони,68.1799,972
TMT,2018-05-23,1,Новый туркменский манат,17.5282,934
TRY,2018-05-23,1,Турецкая лира,13.4468,949
UAH,2018-05-23,10,Украинских гривен,23.5212,980
USD,2018-05-23,1,Доллар США,61.261,840
UZS,2018-05-23,10000,Узбекских сумов,76.6241,860
XDR,2018-05-23,1,СДР (специальные права заимствования),86.9036,960
ZAR,2018-05-23,10,Южноафриканских рэндов,48.8135,710
AMD,2018-05-24,100,Армянских драмов,12.7856,051
AUD,2018-05-24,1,Австралийский доллар,46.3868,036
AZN,2018-05-24,1,Азербайджанский манат,36.2001,944
BGN,2018-05-24,1,Болгарский лев,36.9117,975
BRL,2018-05-24,1,Бразильский реал,16.8863,986
BYN,2018-05-24,1,Белорусский рубль,30.7973,933
CAD,2018-05-24,1,Канадский доллар,47.8181,124
CHF,2018-05-24,1,Швейцарский франк,62.1351,756
CNY,2018-05-24,10,Китайских юаней,96.4705,156
CZK,2018-05-24,10,Чешских крон,28.0709,203
DKK,2018-05-24,10,Датских крон,96.9,208
EUR,2018-05-24,1,Евро,72.1826,978
GBP,2018-05-24,1,Фунт стерлингов Соединенного королевства,82.4874,826
HKD,2018-05-24,10,Гонконгских долларов,78.4663,344
HUF,2018-05-24,100,Венгерских форинтов,22.6176,348
INR,2018-05-24,100,Индийских рупий,90.1493,356
JPY,2018-05-24,100,Японских иен,56.0383,392
KGS,2018-05-24,100,Киргизских сомов,90.1823,417
KRW,2018-05-24,1000,Вон Республики Корея,56.8997,410
KZT,2018-05-24,100,Казахстанских тенге,18.8613,398
MDL,2018-05-24,10,Молдавских леев,36.6089,498
NOK,2018-05-24,10,Норвежских крон,75.8151,578
PLN,2018-05-24,1,Польский злотый,16.7495,985
RON,2018-05-24,1,Румынский лей,15.5892,946
SEK,2018-05-24,10,Шведских крон,70.1764,752
SGD,2018-05-24,1,Сингапурский доллар,45.7918,702
TJS,2018-05-24,10,Таджикских сомони,68.5526,972
TMT,2018-05-24,1,Новый туркменский манат,17.6236,934
TRY,2018-05-24,1,Турецкая лира,12.6751,949
UAH,2018-05-24,10,Украинских гривен,23.6153,980
USD,2018-05-24,1,Доллар США,61.5945,840
UZS,2018-05-24,10000,Узбекских сумов,77.0129,860
XDR,2018-05-24,1,СДР (специальные права заимствования),87.6089,960
ZAR,2018-05-24,10,Южноафриканских рэндов,48.7117,710
AMD,2018-05-25,100,Армянских драмов,12.7167,051
AUD,2018-05-25,1,Австралийский доллар,46.4313,036
AZN,2018-05-25,1,Азербайджанский манат,36.0911,944
BGN,2018-05-25,1,Болгарский лев,36.8491,975
BRL,2018-05-25,1,Бразильский реал,16.9283,986
BYN,2018-05-25,1,Белорусский рубль,30.7506,933
CAD,2018-05-25,1,Канадский доллар,47.7668,124
CHF,2018-05-25,1,Швейцарский франк,61.898,756
CNY,2018-05-25,10,Китайских юаней,96.186,156
CZK,2018-05-25,10,Чешских крон,27.8973,203
DKK,2018-05-25,10,Датских крон,96.7543,208
EUR,2018-05-25,1,Евро,72.0082,978
GBP,2018-05-25,1,Фунт стерлингов Соединенного королевства,82.1959,826
HKD,2018-05-25,10,Гонконгских долларов,78.2519,344
HUF,2018-05-25,100,Венгерских форинтов,22.6018,348
INR,2018-05-25,100,Индийских рупий,89.8186,356
JPY,2018-05-25,100,Японских иен,55.9867,392
KGS,2018-05-25,100,Киргизских сомов,89.9766,417
KRW,2018-05-25,1000,Вон Республики Корея,56.9884,410
KZT,2018-05-25,100,Казахстанских тенге,18.8403,398
MDL,2018-05-25,10,Молдавских леев,36.4878,498
NOK,2018-05-25,10,Норвежских крон,76.0436,578
PLN,2018-05-25,1,Польский злотый,16.777,985
RON,2018-05-25,1,Румынский лей,15.6003,946
SEK,2018-05-25,10,Шведских крон,70.2082,752
SGD,2018-05-25,1,Сингапурский доллар,45.8003,702
TJS,2018-05-25,10,Таджикских сомони,68.3499,972
TMT,2018-05-25,1,Новый туркменский манат,17.5705,934
TRY,2018-05-25,1,Турецкая лира,13.1342,949
UAH,2018-05-25,10,Украинских гривен,23.5193,980
USD,2018-05-25,1,Доллар США,61.409,840
UZS,2018-05-25,10000,Узбекских сумов,76.79,860
XDR,2018-05-25,1,СДР (специальные права заимствования),87.0786,960
ZAR,2018-05-25,10,Южноафриканских рэндов,49.4588,710
AMD,2018-05-26,100,Армянских драмов,12.7805,051
AUD,2018-05-26,1,Австралийский доллар,46.7489,036
AZN,2018-05-26,1,Азербайджанский манат,36.2421,944
BGN,2018-05-26,1,Болгарский лев,36.9102,975
BRL,2018-05-26,1,Бразильский реал,16.8966,986
BYN,2018-05-26,1,Белорусский рубль,30.8407,933
CAD,2018-05-26,1,Канадский доллар,47.7956,124
CHF,2018-05-26,1,Швейцарский франк,62.1194,756
CNY,2018-05-26,10,Китайских юаней,96.5128,156
CZK,2018-05-26,10,Чешских крон,27.9651,203
DKK,2018-05-26,10,Датских крон,96.9254,208
EUR,2018-05-26,1,Евро,72.1183,978
GBP,2018-05-26,1,Фунт стерлингов Соединенного королевства,82.3055,826
HKD,2018-05-26,10,Гонконгских долларов,78.5903,344
HUF,2018-05-26,100,Венгерских форинтов,22.5754,348
INR,2018-05-26,100,Индийских рупий,90.5586,356
JPY,2018-05-26,100,Японских иен,56.339,392
KGS,2018-05-26,100,Киргизских сомов,90.4192,417
KRW,2018-05-26,1000,Вон Республики Корея,57.2417,410
KZT,2018-05-26,100,Казахстанских тенге,18.8121,398
MDL,2018-05-26,10,Молдавских леев,36.5861,498
NOK,2018-05-26,10,Норвежских крон,76.2937,578
PLN,2018-05-26,1,Польский злотый,16.7602,985
RON,2018-05-26,1,Румынский лей,15.5875,946
SEK,2018-05-26,10,Шведских крон,70.8901,752
SGD,2018-05-26,1,Сингапурский доллар,46.0296,702
TJS,2018-05-26,10,Таджикских сомони,68.6282,972
TMT,2018-05-26,1,Новый туркменский манат,17.644,934
TRY,2018-05-26,1,Турецкая лира,13.1243,949
UAH,2018-05-26,10,Украинских гривен,23.5726,980
USD,2018-05-26,1,Доллар США,61.6659,840
UZS,2018-05-26,10000,Узбекских сумов,77.1026,860
XDR,2018-05-26,1,СДР (специальные права заимствования),87.5039,960
ZAR,2018-05-26,10,Южноафриканских рэндов,49.451,710
AMD,2018-05-27,100,Армянских драмов,12.7805,051
AUD,2018-05-27,1,Австралийский доллар,46.7489,036
AZN,2018-05-27,1,Азербайджанский манат,36.2421,944
BGN,2018-05-27,1,Болгарский лев,36.9102,975
BRL,2018-05-27,1,Бразильский реал,16.8966,986
BYN,2018-05-27,1,Белорусский рубль,30.8407,933
CAD,2018-05-27,1,Канадский доллар,47.7956,124
CHF,2018-05-27,1,Швейцарский франк,62.1194,756
CNY,2018-05-27,10,Китайских юаней,96.5128,156
CZK,2018-05-27,10,Чешских крон,27.9651,203
DKK,2018-05-27,10,Датских крон,96.9254,208
EUR,2018-05-27,1,Евро,72.1183,978
GBP,2018-05-27,1,Фунт стерлингов Соединенного королевства,82.3055,826
HKD,2018-05-27,10,Гонконгских долларов,78.5903,344
HUF,2018-05-27,100,Венгерских форинтов,22.5754,348
INR,2018-05-27,100,Индийских рупий,90.5586,356
JPY,2018-05-27,100,Японских иен,56.339,392
KGS,2018-05-27,100,Киргизских сомов,90.4192,417
KRW,2018-05-27,1000,Вон Республики Корея,57.2417,410
KZT,2018-05-27,100,Казахстанских тенге,18.8121,398
MDL,2018-05-27,10,Молдавских леев,36.5861,498
NOK,2018-05-27,10,Норвежских крон,76.2937,578
PLN,2018-05-27,1,Польский злотый,16.7602,985
RON,2018-05-27,1,Румынский лей,15.5875,946
SEK,2018-05-27,10,Шведских крон,70.8901,752
SGD,2018-05-27,1,Сингапурский доллар,46.0296,702
TJS,2018-05-27,10,Таджикских сомони,68.6282,972
TMT,2018-05-27,1,Новый туркменский манат,17.644,934
TRY,2018-05-27,1,Турецкая лира,13.1243,949
UAH,2018-05-27,10,Украинских гривен,23.5726,980
USD,2018-05-27,1,Доллар США,61.6659,840
UZS,2018-05-27,10000,Узбекских сумов,77.1026,860
XDR,2018-05-27,1,СДР (специальные права заимствования),87.5039,960
ZAR,2018-05-27,10,Южноафриканских рэндов,49.451,710
AMD,2018-05-28,100,Армянских драмов,12.7805,051
AUD,2018-05-28,1,Австралийский доллар,46.7489,036
AZN,2018-05-28,1,Азербайджанский манат,36.2421,944
BGN,2018-05-28,1,Болгарский лев,36.9102,975
BRL,2018-05-28,1,Бразильский реал,16.8966,986
